#name (cmd = mergePeaks -d given wtInsv__insvInsv wtElba3__elba3Elba3 wtElba2__elba2Elba2 wtElba1__elba1Elba1 Insv_ChIPnexus_narrowPeak_q10.bed Elba3_ChIPnexus_narrowPeak_q10.bed Elba2_ChIPnexus_narrowPeak_q5.bed Elba1_ChIPnexus_narrowPeak_q10.bed -venn merge2chip_q10_given_venn.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	wtInsv__insvInsv	wtElba3__elba3Elba3	wtElba2__elba2Elba2	wtElba1__elba1Elba1	Insv_ChIPnexus_narrowPeak_q10.bed	Elba3_ChIPnexus_narrowPeak_q10.bed	Elba2_ChIPnexus_narrowPeak_q5.bed	Elba1_ChIPnexus_narrowPeak_q10.bed
Merged-chr2L-16287178-16	chr2L	16285410	16288812	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	16	diff__wtInsv_q20__insvInsv_q20_peak_691a,diff__wtInsv_q20__insvInsv_q20_peak_691b,diff__wtInsv_q20__insvInsv_q20_peak_690,diff__wtInsv_q20__insvInsv_q20_peak_689	diff__wtElba3_q20__elba3Elba3_q20_peak_992a,diff__wtElba3_q20__elba3Elba3_q20_peak_992b,diff__wtElba3_q20__elba3Elba3_q20_peak_992c,diff__wtElba3_q20__elba3Elba3_q20_peak_992d,diff__wtElba3_q20__elba3Elba3_q20_peak_992e		diff__wtElba1_q20__elba1Elba1_q20_peak_521,diff__wtElba1_q20__elba1Elba1_q20_peak_522	Insv_ChIPnexus_peak_1988a,Insv_ChIPnexus_peak_1990a,Insv_ChIPnexus_peak_1991	Elba3_ChIPnexus_peak_1946a,Elba3_ChIPnexus_peak_1949		
Merged-chrX-15780812-9	chrX	15780108	15781537	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	9	diff__wtInsv_q20__insvInsv_q20_peak_5414,diff__wtInsv_q20__insvInsv_q20_peak_5413	diff__wtElba3_q20__elba3Elba3_q20_peak_6996a,diff__wtElba3_q20__elba3Elba3_q20_peak_6996b		diff__wtElba1_q20__elba1Elba1_q20_peak_3637a,diff__wtElba1_q20__elba1Elba1_q20_peak_3637b	Insv_ChIPnexus_peak_14176a,Insv_ChIPnexus_peak_14176b	Elba3_ChIPnexus_peak_13949a		
Merged-chrX-511179-9	chrX	510528	511924	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	9	diff__wtInsv_q20__insvInsv_q20_peak_4587a,diff__wtInsv_q20__insvInsv_q20_peak_4587b,diff__wtInsv_q20__insvInsv_q20_peak_4588	diff__wtElba3_q20__elba3Elba3_q20_peak_6135a,diff__wtElba3_q20__elba3Elba3_q20_peak_6135b		diff__wtElba1_q20__elba1Elba1_q20_peak_3214	Insv_ChIPnexus_peak_12464	Elba3_ChIPnexus_peak_12360a,Elba3_ChIPnexus_peak_12360b		
Merged-chrX-1669214-16	chrX	1667535	1671370	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	16	diff__wtInsv_q20__insvInsv_q20_peak_4630,diff__wtInsv_q20__insvInsv_q20_peak_4631a,diff__wtInsv_q20__insvInsv_q20_peak_4631b,diff__wtInsv_q20__insvInsv_q20_peak_4631c,diff__wtInsv_q20__insvInsv_q20_peak_4631d,diff__wtInsv_q20__insvInsv_q20_peak_4631e	diff__wtElba3_q20__elba3Elba3_q20_peak_6184a,diff__wtElba3_q20__elba3Elba3_q20_peak_6184b,diff__wtElba3_q20__elba3Elba3_q20_peak_6184c,diff__wtElba3_q20__elba3Elba3_q20_peak_6184d,diff__wtElba3_q20__elba3Elba3_q20_peak_6185		diff__wtElba1_q20__elba1Elba1_q20_peak_3232,diff__wtElba1_q20__elba1Elba1_q20_peak_3233	Insv_ChIPnexus_peak_12583e,Insv_ChIPnexus_peak_12583f	Elba3_ChIPnexus_peak_12471b		
Merged-chrX-2483026-11	chrX	2482312	2484050	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	11	diff__wtInsv_q20__insvInsv_q20_peak_4680,diff__wtInsv_q20__insvInsv_q20_peak_4681a,diff__wtInsv_q20__insvInsv_q20_peak_4681b	diff__wtElba3_q20__elba3Elba3_q20_peak_6254a,diff__wtElba3_q20__elba3Elba3_q20_peak_6254b,diff__wtElba3_q20__elba3Elba3_q20_peak_6254c		diff__wtElba1_q20__elba1Elba1_q20_peak_3262,diff__wtElba1_q20__elba1Elba1_q20_peak_3261	Insv_ChIPnexus_peak_12710,Insv_ChIPnexus_peak_12709	Elba3_ChIPnexus_peak_12587a		
Merged-chr2L-3302904-11	chr2L	3301712	3303841	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	11	diff__wtInsv_q20__insvInsv_q20_peak_108,diff__wtInsv_q20__insvInsv_q20_peak_109a,diff__wtInsv_q20__insvInsv_q20_peak_109b	diff__wtElba3_q20__elba3Elba3_q20_peak_187a,diff__wtElba3_q20__elba3Elba3_q20_peak_187b,diff__wtElba3_q20__elba3Elba3_q20_peak_187c		diff__wtElba1_q20__elba1Elba1_q20_peak_92a,diff__wtElba1_q20__elba1Elba1_q20_peak_92b,diff__wtElba1_q20__elba1Elba1_q20_peak_90b	Insv_ChIPnexus_peak_380a	Elba3_ChIPnexus_peak_385		
Merged-chrX-10751528-10	chrX	10750345	10752389	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	10	diff__wtInsv_q20__insvInsv_q20_peak_5127a,diff__wtInsv_q20__insvInsv_q20_peak_5127b,diff__wtInsv_q20__insvInsv_q20_peak_5128	diff__wtElba3_q20__elba3Elba3_q20_peak_6709a,diff__wtElba3_q20__elba3Elba3_q20_peak_6709b		diff__wtElba1_q20__elba1Elba1_q20_peak_3478a,diff__wtElba1_q20__elba1Elba1_q20_peak_3478b	Insv_ChIPnexus_peak_13626b,Insv_ChIPnexus_peak_13626c	Elba3_ChIPnexus_peak_13433		
Merged-chr3L-3060152-10	chr3L	3059043	3061365	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	10	diff__wtInsv_q20__insvInsv_q20_peak_2154,diff__wtInsv_q20__insvInsv_q20_peak_2155a,diff__wtInsv_q20__insvInsv_q20_peak_2155b	diff__wtElba3_q20__elba3Elba3_q20_peak_2971a,diff__wtElba3_q20__elba3Elba3_q20_peak_2971b,diff__wtElba3_q20__elba3Elba3_q20_peak_2971c		diff__wtElba1_q20__elba1Elba1_q20_peak_1548	Insv_ChIPnexus_peak_5935e	Elba3_ChIPnexus_peak_5911a,Elba3_ChIPnexus_peak_5911b		
Merged-chrX-9500180-7	chrX	9499389	9501506	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	7	diff__wtInsv_q20__insvInsv_q20_peak_5073a,diff__wtInsv_q20__insvInsv_q20_peak_5073b,diff__wtInsv_q20__insvInsv_q20_peak_5072	diff__wtElba3_q20__elba3Elba3_q20_peak_6644		diff__wtElba1_q20__elba1Elba1_q20_peak_3452b	Insv_ChIPnexus_peak_13509b	Elba3_ChIPnexus_peak_13320b		
Merged-chr3L-13479584-8	chr3L	13478695	13480171	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed	8	diff__wtInsv_q20__insvInsv_q20_peak_2628,diff__wtInsv_q20__insvInsv_q20_peak_2627	diff__wtElba3_q20__elba3Elba3_q20_peak_3603,diff__wtElba3_q20__elba3Elba3_q20_peak_3602		diff__wtElba1_q20__elba1Elba1_q20_peak_1859	Insv_ChIPnexus_peak_7169a,Insv_ChIPnexus_peak_7169b	Elba3_ChIPnexus_peak_7085a		
Merged-chr3R-14484243-21	chr3R	14483015	14485431	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	21	diff__wtInsv_q20__insvInsv_q20_peak_3966a,diff__wtInsv_q20__insvInsv_q20_peak_3966b,diff__wtInsv_q20__insvInsv_q20_peak_3966c,diff__wtInsv_q20__insvInsv_q20_peak_3966d,diff__wtInsv_q20__insvInsv_q20_peak_3966e,diff__wtInsv_q20__insvInsv_q20_peak_3966f	diff__wtElba3_q20__elba3Elba3_q20_peak_5225a,diff__wtElba3_q20__elba3Elba3_q20_peak_5225b,diff__wtElba3_q20__elba3Elba3_q20_peak_5225c,diff__wtElba3_q20__elba3Elba3_q20_peak_5225d,diff__wtElba3_q20__elba3Elba3_q20_peak_5225e		diff__wtElba1_q20__elba1Elba1_q20_peak_2733,diff__wtElba1_q20__elba1Elba1_q20_peak_2734a,diff__wtElba1_q20__elba1Elba1_q20_peak_2734c	Insv_ChIPnexus_peak_10544a,Insv_ChIPnexus_peak_10544b,Insv_ChIPnexus_peak_10544e,Insv_ChIPnexus_peak_10545	Elba3_ChIPnexus_peak_10425b,Elba3_ChIPnexus_peak_10426a		Elba1_ChIPnexus_peak_6740
Merged-chr3L-6470841-6	chr3L	6470516	6471077	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_2318	diff__wtElba3_q20__elba3Elba3_q20_peak_3185		diff__wtElba1_q20__elba1Elba1_q20_peak_1643	Insv_ChIPnexus_peak_6332	Elba3_ChIPnexus_peak_6275		Elba1_ChIPnexus_peak_4044
Merged-chr3L-13008276-11	chr3L	13007323	13008707	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	11	diff__wtInsv_q20__insvInsv_q20_peak_2606a,diff__wtInsv_q20__insvInsv_q20_peak_2606b,diff__wtInsv_q20__insvInsv_q20_peak_2606c	diff__wtElba3_q20__elba3Elba3_q20_peak_3582		diff__wtElba1_q20__elba1Elba1_q20_peak_1846	Insv_ChIPnexus_peak_7110a,Insv_ChIPnexus_peak_7110b,Insv_ChIPnexus_peak_7110c	Elba3_ChIPnexus_peak_7026a,Elba3_ChIPnexus_peak_7026b		Elba1_ChIPnexus_peak_4527
Merged-chr2L-12482901-8	chr2L	12482176	12483361	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	8	diff__wtInsv_q20__insvInsv_q20_peak_536	diff__wtElba3_q20__elba3Elba3_q20_peak_830		diff__wtElba1_q20__elba1Elba1_q20_peak_437	Insv_ChIPnexus_peak_1611a,Insv_ChIPnexus_peak_1611b,Insv_ChIPnexus_peak_1611c	Elba3_ChIPnexus_peak_1589b		Elba1_ChIPnexus_peak_987
Merged-chr3L-8706926-6	chr3L	8706500	8707296	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_2411	diff__wtElba3_q20__elba3Elba3_q20_peak_3320		diff__wtElba1_q20__elba1Elba1_q20_peak_1701	Insv_ChIPnexus_peak_6576a	Elba3_ChIPnexus_peak_6530b		Elba1_ChIPnexus_peak_4204a
Merged-chr3L-10730404-7	chr3L	10730141	10730673	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	7	diff__wtInsv_q20__insvInsv_q20_peak_2487	diff__wtElba3_q20__elba3Elba3_q20_peak_3434		diff__wtElba1_q20__elba1Elba1_q20_peak_1765	Insv_ChIPnexus_peak_6807a,Insv_ChIPnexus_peak_6807b	Elba3_ChIPnexus_peak_6742		Elba1_ChIPnexus_peak_4339
Merged-chr3L-11040892-7	chr3L	11040237	11041479	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	7	diff__wtInsv_q20__insvInsv_q20_peak_2501	diff__wtElba3_q20__elba3Elba3_q20_peak_3446a,diff__wtElba3_q20__elba3Elba3_q20_peak_3446b		diff__wtElba1_q20__elba1Elba1_q20_peak_1768	Insv_ChIPnexus_peak_6842b	Elba3_ChIPnexus_peak_6770b		Elba1_ChIPnexus_peak_4358
Merged-chr2L-6788863-7	chr2L	6788415	6789195	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	7	diff__wtInsv_q20__insvInsv_q20_peak_250b	diff__wtElba3_q20__elba3Elba3_q20_peak_409		diff__wtElba1_q20__elba1Elba1_q20_peak_219b	Insv_ChIPnexus_peak_807a,Insv_ChIPnexus_peak_807b	Elba3_ChIPnexus_peak_795		Elba1_ChIPnexus_peak_486
Merged-chr2L-17752760-9	chr2L	17752232	17753134	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	9	diff__wtInsv_q20__insvInsv_q20_peak_739	diff__wtElba3_q20__elba3Elba3_q20_peak_1053		diff__wtElba1_q20__elba1Elba1_q20_peak_556	Insv_ChIPnexus_peak_2168a,Insv_ChIPnexus_peak_2168b,Insv_ChIPnexus_peak_2168c,Insv_ChIPnexus_peak_2168d	Elba3_ChIPnexus_peak_2101b		Elba1_ChIPnexus_peak_1363
Merged-chr3L-11516687-8	chr3L	11516422	11516949	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	8	diff__wtInsv_q20__insvInsv_q20_peak_2535	diff__wtElba3_q20__elba3Elba3_q20_peak_3485a,diff__wtElba3_q20__elba3Elba3_q20_peak_3485b		diff__wtElba1_q20__elba1Elba1_q20_peak_1790	Insv_ChIPnexus_peak_6929	Elba3_ChIPnexus_peak_6832a,Elba3_ChIPnexus_peak_6832c		Elba1_ChIPnexus_peak_4404
Merged-chr3L-12059118-7	chr3L	12058937	12059433	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	7	diff__wtInsv_q20__insvInsv_q20_peak_2552	diff__wtElba3_q20__elba3Elba3_q20_peak_3516		diff__wtElba1_q20__elba1Elba1_q20_peak_1804	Insv_ChIPnexus_peak_6980a,Insv_ChIPnexus_peak_6980b	Elba3_ChIPnexus_peak_6891		Elba1_ChIPnexus_peak_4441
Merged-chr3L-13676969-6	chr3L	13676716	13677139	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_2635	diff__wtElba3_q20__elba3Elba3_q20_peak_3608		diff__wtElba1_q20__elba1Elba1_q20_peak_1862	Insv_ChIPnexus_peak_7186a	Elba3_ChIPnexus_peak_7095		Elba1_ChIPnexus_peak_4577b
Merged-chr2L-20121348-8	chr2L	20120966	20121765	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	8	diff__wtInsv_q20__insvInsv_q20_peak_851	diff__wtElba3_q20__elba3Elba3_q20_peak_1201		diff__wtElba1_q20__elba1Elba1_q20_peak_619	Insv_ChIPnexus_peak_2445a,Insv_ChIPnexus_peak_2445b,Insv_ChIPnexus_peak_2445c	Elba3_ChIPnexus_peak_2398		Elba1_ChIPnexus_peak_1565
Merged-chr2L-20755411-6	chr2L	20755102	20755810	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_882	diff__wtElba3_q20__elba3Elba3_q20_peak_1224		diff__wtElba1_q20__elba1Elba1_q20_peak_631	Insv_ChIPnexus_peak_2527	Elba3_ChIPnexus_peak_2460		Elba1_ChIPnexus_peak_1608
Merged-chr2L-21659004-11	chr2L	21658654	21659249	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	11	diff__wtInsv_q20__insvInsv_q20_peak_917a,diff__wtInsv_q20__insvInsv_q20_peak_917b	diff__wtElba3_q20__elba3Elba3_q20_peak_1291		diff__wtElba1_q20__elba1Elba1_q20_peak_670a,diff__wtElba1_q20__elba1Elba1_q20_peak_670b	Insv_ChIPnexus_peak_2639a,Insv_ChIPnexus_peak_2639b,Insv_ChIPnexus_peak_2639c,Insv_ChIPnexus_peak_2639d	Elba3_ChIPnexus_peak_2587b		Elba1_ChIPnexus_peak_1698
Merged-chr2L-21218580-6	chr2L	21218301	21218961	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_902	diff__wtElba3_q20__elba3Elba3_q20_peak_1265		diff__wtElba1_q20__elba1Elba1_q20_peak_653	Insv_ChIPnexus_peak_2595	Elba3_ChIPnexus_peak_2529		Elba1_ChIPnexus_peak_1654
Merged-chr2L-1970558-8	chr2L	1970212	1970974	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	8	diff__wtInsv_q20__insvInsv_q20_peak_60	diff__wtElba3_q20__elba3Elba3_q20_peak_114		diff__wtElba1_q20__elba1Elba1_q20_peak_53	Insv_ChIPnexus_peak_226a,Insv_ChIPnexus_peak_226b,Insv_ChIPnexus_peak_226c	Elba3_ChIPnexus_peak_235		Elba1_ChIPnexus_peak_125
Merged-chr2R-7176895-11	chr2R	7175855	7177514	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	11	diff__wtInsv_q20__insvInsv_q20_peak_1293	diff__wtElba3_q20__elba3Elba3_q20_peak_1755b,diff__wtElba3_q20__elba3Elba3_q20_peak_1755c,diff__wtElba3_q20__elba3Elba3_q20_peak_1755d		diff__wtElba1_q20__elba1Elba1_q20_peak_937a,diff__wtElba1_q20__elba1Elba1_q20_peak_937b	Insv_ChIPnexus_peak_3541d	Elba3_ChIPnexus_peak_3561b,Elba3_ChIPnexus_peak_3561c,Elba3_ChIPnexus_peak_3562b		Elba1_ChIPnexus_peak_2344a
Merged-chr3L-5139191-9	chr3L	5138160	5140406	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	9	diff__wtInsv_q20__insvInsv_q20_peak_2258a,diff__wtInsv_q20__insvInsv_q20_peak_2258b	diff__wtElba3_q20__elba3Elba3_q20_peak_3114		diff__wtElba1_q20__elba1Elba1_q20_peak_1616	Insv_ChIPnexus_peak_6187b,Insv_ChIPnexus_peak_6187c	Elba3_ChIPnexus_peak_6158a,Elba3_ChIPnexus_peak_6158b		Elba1_ChIPnexus_peak_3972
Merged-chrX-16278028-17	chrX	16276161	16279669	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	17	diff__wtInsv_q20__insvInsv_q20_peak_5453a,diff__wtInsv_q20__insvInsv_q20_peak_5453b,diff__wtInsv_q20__insvInsv_q20_peak_5453c,diff__wtInsv_q20__insvInsv_q20_peak_5453d,diff__wtInsv_q20__insvInsv_q20_peak_5453e,diff__wtInsv_q20__insvInsv_q20_peak_5453f,diff__wtInsv_q20__insvInsv_q20_peak_5453g	diff__wtElba3_q20__elba3Elba3_q20_peak_7046a,diff__wtElba3_q20__elba3Elba3_q20_peak_7046b,diff__wtElba3_q20__elba3Elba3_q20_peak_7046c		diff__wtElba1_q20__elba1Elba1_q20_peak_3667	Insv_ChIPnexus_peak_14259c,Insv_ChIPnexus_peak_14259d,Insv_ChIPnexus_peak_14259e	Elba3_ChIPnexus_peak_14028b,Elba3_ChIPnexus_peak_14028d		Elba1_ChIPnexus_peak_9113b
Merged-chr2R-7492589-6	chr2R	7492379	7493014	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_1312	diff__wtElba3_q20__elba3Elba3_q20_peak_1779		diff__wtElba1_q20__elba1Elba1_q20_peak_957	Insv_ChIPnexus_peak_3597	Elba3_ChIPnexus_peak_3607		Elba1_ChIPnexus_peak_2383
Merged-chr3L-18822804-6	chr3L	18822494	18823039	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_2922	diff__wtElba3_q20__elba3Elba3_q20_peak_3963		diff__wtElba1_q20__elba1Elba1_q20_peak_2046	Insv_ChIPnexus_peak_7898	Elba3_ChIPnexus_peak_7765		Elba1_ChIPnexus_peak_5024b
Merged-chr3L-19093487-6	chr3L	19093186	19093777	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_2936	diff__wtElba3_q20__elba3Elba3_q20_peak_3981		diff__wtElba1_q20__elba1Elba1_q20_peak_2056	Insv_ChIPnexus_peak_7945	Elba3_ChIPnexus_peak_7803		Elba1_ChIPnexus_peak_5046
Merged-chr2R-8573691-6	chr2R	8573425	8573967	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	6	diff__wtInsv_q20__insvInsv_q20_peak_1379	diff__wtElba3_q20__elba3Elba3_q20_peak_1885		diff__wtElba1_q20__elba1Elba1_q20_peak_1014	Insv_ChIPnexus_peak_3766	Elba3_ChIPnexus_peak_3773		Elba1_ChIPnexus_peak_2490a
Merged-chr3R-21877922-16	chr3R	21876273	21879206	+	0.000000	wtInsv__insvInsv|wtElba3__elba3Elba3|wtElba1__elba1Elba1|Insv_ChIPnexus_narrowPeak_q10.bed|Elba3_ChIPnexus_narrowPeak_q10.bed|Elba1_ChIPnexus_narrowPeak_q10.bed	16	diff__wtInsv_q20__insvInsv_q20_peak_4264a,diff__wtInsv_q20__insvInsv_q20_peak_4264b,diff__wtInsv_q20__insvInsv_q20_peak_4264c,diff__wtInsv_q20__insvInsv_q20_peak_4264d	diff__wtElba3_q20__elba3Elba3_q20_peak_5734a,diff__wtElba3_q20__elba3Elba3_q20_peak_5734b,diff__wtElba3_q20__elba3Elba3_q20_peak_5734c,diff__wtElba3_q20__elba3Elba3_q20_peak_5735		diff__wtElba1_q20__elba1Elba1_q20_peak_2999,diff__wtElba1_q20__elba1Elba1_q20_peak_3000a	Insv_ChIPnexus_peak_11460a,Insv_ChIPnexus_peak_11460c,Insv_ChIPnexus_peak_11461	Elba3_ChIPnexus_peak_11333c,Elba3_ChIPnexus_peak_11334		Elba1_ChIPnexus_peak_7311b
