#name (cmd = mergePeaks -d given Elba1_ChIPnexus_sumit_q10.bed Elba2_ChIPnexus_sumit_q5.bed Elba3_ChIPnexus_sumit_q10.bed Insv_ChIPnexus_sumit_q10.bed -venn chipseq_given_venn.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	Elba1_ChIPnexus_sumit_q10.bed	Elba2_ChIPnexus_sumit_q5.bed	Elba3_ChIPnexus_sumit_q10.bed	Insv_ChIPnexus_sumit_q10.bed
Merged-chr3R-22362860-1	chr3R	22362860	22362860	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11349d	
Merged-chrX-11018663-1	chrX	11018663	11018663	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13455	
Merged-chrX-11031154-1	chrX	11031154	11031154	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13459	
Merged-chr2L-21269284-1	chr2L	21269284	21269284	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2547b	
Merged-chrX-11042054-1	chrX	11042054	11042054	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13463	
Merged-chrX-11091794-1	chrX	11091794	11091794	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13468	
Merged-chrX-11244029-1	chrX	11244029	11244029	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13479	
Merged-chr3L-7891189-1	chr3L	7891189	7891189	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6404	
Merged-chrX-11317553-1	chrX	11317553	11317553	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13496	
Merged-chrX-11343573-1	chrX	11343573	11343573	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13498	
Merged-chr3L-7938011-1	chr3L	7938011	7938011	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6419	
Merged-chr2L-5550911-1	chr2L	5550911	5550911	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_641b	
Merged-chr2L-5551010-1	chr2L	5551010	5551010	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_641c	
Merged-chr3L-8084904-1	chr3L	8084904	8084904	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6442	
Merged-chr3L-8152593-1	chr3L	8152593	8152593	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6455	
Merged-chr3L-8171557-1	chr3L	8171557	8171557	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6457	
Merged-chr3L-22455043-1	chr3L	22455043	22455043	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8291b	
Merged-chrX-9641499-1	chrX	9641499	9641499	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13341b	
Merged-chr3L-8339563-1	chr3L	8339563	8339563	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6482	
Merged-chr3L-1537199-1	chr3L	1537199	1537199	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_5742b	
Merged-chr2L-5724681-1	chr2L	5724681	5724681	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_649a	
Merged-chr2L-5724729-1	chr2L	5724729	5724729	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_649b	
Merged-chr2R-14054649-1	chr2R	14054649	14054649	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4541a	
Merged-chr3R-7087040-1	chr3R	7087040	7087040	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9497b	
Merged-chr2R-5472174-1	chr2R	5472174	5472174	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_3340a	
Merged-chr4-1071753-1	chr4	1071753	1071753	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12145b	
Merged-chr4-1102905-1	chr4	1102905	1102905	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12148b	
Merged-chr3L-13830531-1	chr3L	13830531	13830531	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7099a	
Merged-chr3L-13830866-1	chr3L	13830866	13830866	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7099c	
Merged-chr3L-13830943-1	chr3L	13830943	13830943	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7099d	
Merged-chr2L-18513547-1	chr2L	18513547	18513547	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2145a	
Merged-chr2L-18513618-1	chr2L	18513618	18513618	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2145b	
Merged-chr2L-20138149-1	chr2L	20138149	20138149	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2405	
Merged-chr2L-20148510-1	chr2L	20148510	20148510	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2410	
Merged-chr2L-20198156-1	chr2L	20198156	20198156	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2413	
Merged-chr2L-20208858-1	chr2L	20208858	20208858	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2414	
Merged-chr2L-20235408-1	chr2L	20235408	20235408	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2416	
Merged-chr2L-20289930-1	chr2L	20289930	20289930	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2419	
Merged-chr3R-2900560-1	chr3R	2900560	2900560	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8940a	
Merged-chr2L-20310751-1	chr2L	20310751	20310751	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2420	
Merged-chr2L-20313984-1	chr2L	20313984	20313984	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2422	
Merged-chr2L-20351101-1	chr2L	20351101	20351101	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2427	
Merged-chr2L-20426774-1	chr2L	20426774	20426774	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2432	
Merged-chr2L-20429632-1	chr2L	20429632	20429632	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2434	
Merged-chr2L-20640960-1	chr2L	20640960	20640960	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2444	
Merged-chr3R-4095700-1	chr3R	4095700	4095700	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9091b	
Merged-chr2L-20683283-1	chr2L	20683283	20683283	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2451	
Merged-chr2L-20755403-1	chr2L	20755403	20755403	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2460	
Merged-chr2L-20761246-1	chr2L	20761246	20761246	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2464	
Merged-chr2L-20762672-1	chr2L	20762672	20762672	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2465	
Merged-chr3L-8894821-1	chr3L	8894821	8894821	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6541a	
Merged-chr3L-8894903-1	chr3L	8894903	8894903	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6541b	
Merged-chr2L-20786516-1	chr2L	20786516	20786516	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2474	
Merged-chr2L-20787464-1	chr2L	20787464	20787464	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2475	
Merged-chr2L-20798440-1	chr2L	20798440	20798440	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2479	
Merged-chr2L-20918904-1	chr2L	20918904	20918904	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2489	
Merged-chr3R-26214874-1	chr3R	26214874	26214874	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11753a	
Merged-chrX-6582840-1	chrX	6582840	6582840	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12955b	
Merged-chrX-17195494-1	chrX	17195494	17195494	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_14145b	
Merged-chr3L-18658557-1	chr3L	18658557	18658557	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7746a	
Merged-chr3L-18658998-1	chr3L	18658998	18658998	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7746e	
Merged-chr3R-2929508-1	chr3R	2929508	2929508	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8949c	
Merged-chr3R-4114879-1	chr3R	4114879	4114879	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9098a	
Merged-chr3R-4114958-1	chr3R	4114958	4114958	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9098b	
Merged-chrX-17199808-1	chrX	17199808	17199808	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_14148b	
Merged-chr2R-11196941-1	chr2R	11196941	11196941	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4143b	
Merged-chr3L-18666280-1	chr3L	18666280	18666280	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7749b	
Merged-chr2R-2584216-1	chr2R	2584216	2584216	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2954b	
Merged-chr2R-2603376-1	chr2R	2603376	2603376	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2955a	
Merged-chr2R-11210544-1	chr2R	11210544	11210544	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4147f	
Merged-chr2R-20644646-1	chr2R	20644646	20644646	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_5349a	
Merged-chr2R-20644725-1	chr2R	20644725	20644725	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_5349b	
Merged-chr2R-11211182-1	chr2R	11211182	11211182	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4148d	
Merged-chr3R-9228844-1	chr3R	9228844	9228844	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9741a	
Merged-chr3R-9228934-1	chr3R	9228934	9228934	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9741b	
Merged-chr3R-263110-1	chr3R	263110	263110	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8544a	
Merged-chr3R-263305-1	chr3R	263305	263305	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8544b	
Merged-chr2R-17369402-1	chr2R	17369402	17369402	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4951a	
Merged-chrX-13649931-1	chrX	13649931	13649931	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13755b	
Merged-chr3R-9260667-1	chr3R	9260667	9260667	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9747a	
Merged-chr3R-12352208-1	chr3R	12352208	12352208	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_10150c	
Merged-chr2R-17389658-1	chr2R	17389658	17389658	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4953a	
Merged-chr2R-17390110-1	chr2R	17390110	17390110	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4953b	
Merged-chrX-13660574-1	chrX	13660574	13660574	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13757a	
Merged-chrX-13660704-1	chrX	13660704	13660704	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13757b	
Merged-chr3L-4824744-1	chr3L	4824744	4824744	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6143b	
Merged-chr3L-15322998-1	chr3L	15322998	15322998	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_7345b	
Merged-chr3L-4825052-1	chr3L	4825052	4825052	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6144a	
Merged-chr3L-4825306-1	chr3L	4825306	4825306	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6144c	
Merged-chr2R-17409631-1	chr2R	17409631	17409631	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4955a	
Merged-chr2R-17409751-1	chr2R	17409751	17409751	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4955b	
Merged-chrX-11347396-1	chrX	11347396	11347396	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13500	
Merged-chr3L-4825745-1	chr3L	4825745	4825745	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6145a	
Merged-chrX-11464303-1	chrX	11464303	11464303	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13511	
Merged-chrX-11502526-1	chrX	11502526	11502526	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13518	
Merged-chrX-11534727-1	chrX	11534727	11534727	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13528	
Merged-chrX-11597304-1	chrX	11597304	11597304	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13535	
Merged-chrX-11613924-1	chrX	11613924	11613924	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13540	
Merged-chrX-11615281-1	chrX	11615281	11615281	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13543	
Merged-chrX-11682579-1	chrX	11682579	11682579	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13546	
Merged-chrX-11686923-1	chrX	11686923	11686923	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13547	
Merged-chrX-11691227-1	chrX	11691227	11691227	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13549	
Merged-chr2L-21344569-1	chr2L	21344569	21344569	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2556a	
Merged-chr2L-21344650-1	chr2L	21344650	21344650	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2556b	
Merged-chrX-11709865-1	chrX	11709865	11709865	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13553	
Merged-chrX-11722008-1	chrX	11722008	11722008	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13558	
Merged-chr2L-10419555-1	chr2L	10419555	10419555	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_1355c	
Merged-chr2L-21345302-1	chr2L	21345302	21345302	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2557b	
Merged-chrX-11752665-1	chrX	11752665	11752665	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13563	
Merged-chrX-11786064-1	chrX	11786064	11786064	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13566	
Merged-chrX-11849400-1	chrX	11849400	11849400	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13571	
Merged-chrX-11883255-1	chrX	11883255	11883255	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13573	
Merged-chrX-11927977-1	chrX	11927977	11927977	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13586	
Merged-chrX-12152946-1	chrX	12152946	12152946	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13594	
Merged-chrX-12346753-1	chrX	12346753	12346753	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13596	
Merged-chr3L-8624658-1	chr3L	8624658	8624658	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6518	
Merged-chr3L-8660899-1	chr3L	8660899	8660899	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6524	
Merged-chr3L-8712647-1	chr3L	8712647	8712647	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6531	
Merged-chr3L-8907194-1	chr3L	8907194	8907194	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6545	
Merged-chr3L-8945775-1	chr3L	8945775	8945775	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6548	
Merged-chr3L-21327899-1	chr3L	21327899	21327899	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8140a	
Merged-chr3L-8983646-1	chr3L	8983646	8983646	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6560	
Merged-chr3L-9014069-1	chr3L	9014069	9014069	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6564	
Merged-chr3L-9138572-1	chr3L	9138572	9138572	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6575	
Merged-chr3L-9336575-1	chr3L	9336575	9336575	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6581	
Merged-chr3L-9337165-1	chr3L	9337165	9337165	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6582	
Merged-chr3L-9344809-1	chr3L	9344809	9344809	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6584	
Merged-chrX-9976445-1	chrX	9976445	9976445	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_13353a	
Merged-chr2L-5799698-1	chr2L	5799698	5799698	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_658a	
Merged-chr3L-12526185-1	chr3L	12526185	12526185	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_6957b	
Merged-chr3R-5700330-1	chr3R	5700330	5700330	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9349b	
Merged-chr3R-5700442-1	chr3R	5700442	5700442	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_9349c	
Merged-chr3R-19420063-1	chr3R	19420063	19420063	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_10967b	
Merged-chr3L-1592985-1	chr3L	1592985	1592985	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_5757b	
Merged-chr3L-21438901-1	chr3L	21438901	21438901	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8149a	
Merged-chr2R-14245186-1	chr2R	14245186	14245186	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4556b	
Merged-chr2R-14245266-1	chr2R	14245266	14245266	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4556c	
Merged-chr2R-14245370-1	chr2R	14245370	14245370	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4556d	
Merged-chr3R-17844859-1	chr3R	17844859	17844859	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_10808a	
Merged-chr3R-17844912-1	chr3R	17844912	17844912	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_10808b	
Merged-chr2R-14299583-1	chr2R	14299583	14299583	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4558b	
Merged-chr2L-18605016-1	chr2L	18605016	18605016	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2155a	
Merged-chr2L-18605256-1	chr2L	18605256	18605256	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2155b	
Merged-chr2R-14300036-1	chr2R	14300036	14300036	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4559a	
Merged-chr2R-14300243-1	chr2R	14300243	14300243	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_4559b	
Merged-chr2L-21143261-1	chr2L	21143261	21143261	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2515	
Merged-chr2L-21163020-1	chr2L	21163020	21163020	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2519	
Merged-chr2L-21169529-1	chr2L	21169529	21169529	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2524	
Merged-chr2L-21218565-1	chr2L	21218565	21218565	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2529	
Merged-chr2L-21251421-1	chr2L	21251421	21251421	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2539	
Merged-chrX-17208318-1	chrX	17208318	17208318	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_14150a	
Merged-chrX-17208399-1	chrX	17208399	17208399	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_14150b	
Merged-chr2L-21259771-1	chr2L	21259771	21259771	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2542	
Merged-chr2L-21556827-1	chr2L	21556827	21556827	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2564	
Merged-chr2L-21558642-1	chr2L	21558642	21558642	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2566	
Merged-chr3R-26292965-1	chr3R	26292965	26292965	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11761a	
Merged-chr3R-26293044-1	chr3R	26293044	26293044	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11761b	
Merged-chrX-6595191-1	chrX	6595191	6595191	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12963a	
Merged-chrX-6595333-1	chrX	6595333	6595333	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12963b	
Merged-chr3R-25054883-1	chr3R	25054883	25054883	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11601b	
Merged-chr3R-25054992-1	chr3R	25054992	25054992	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11601c	
Merged-chr3R-25055360-1	chr3R	25055360	25055360	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11601d	
Merged-chr2L-21616568-1	chr2L	21616568	21616568	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2572	
Merged-chr2L-21617970-1	chr2L	21617970	21617970	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2574	
Merged-chr2L-21627786-1	chr2L	21627786	21627786	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2578	
Merged-chr3R-2948657-1	chr3R	2948657	2948657	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8956a	
Merged-chr2L-21640289-1	chr2L	21640289	21640289	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2585	
Merged-chr2L-21665238-1	chr2L	21665238	21665238	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_2588	
Merged-chr3R-2949537-1	chr3R	2949537	2949537	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_8957c	
Merged-chrX-4980406-1	chrX	4980406	4980406	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12806a	
Merged-chrX-4980535-1	chrX	4980535	4980535	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_12806b	
Merged-chr3R-25083732-1	chr3R	25083732	25083732	+	0.000000	Elba3_ChIPnexus_sumit_q10.bed	1			Elba3_ChIPnexus_peak_11605a	
