#name (cmd = mergePeaks -d given wtInsv__insvInsv wtElba3__elba3Elba3 wtElba2__elba2Elba2 wtElba1__elba1Elba1 -venn merge_major_given_venn.txt)	chr	start	end	strand	Stat	Parent files	Total subpeaks	wtInsv__insvInsv	wtElba3__elba3Elba3	wtElba2__elba2Elba2	wtElba1__elba1Elba1
Merged-chr3R-22239554-1	chr3R	22239399	22239710	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4266			
Merged-chr3R-22392720-1	chr3R	22392491	22392949	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4270			
Merged-chr3R-22397652-1	chr3R	22397508	22397796	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4271			
Merged-chr3R-22627721-1	chr3R	22627416	22628026	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4274			
Merged-chr3R-22788196-1	chr3R	22788096	22788296	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4283			
Merged-chr3R-22790784-1	chr3R	22790600	22790969	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4285			
Merged-chr3R-22908679-1	chr3R	22908512	22908847	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4288			
Merged-chr3R-23179337-1	chr3R	23179052	23179622	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4298			
Merged-chr3R-23335986-1	chr3R	23335796	23336176	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4299			
Merged-chr2L-13779951-1	chr2L	13779679	13780224	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_589b			
Merged-chrX-7858556-2	chrX	7857973	7859139	+	0	wtInsv__insvInsv	2	diff__wtInsv_q20__insvInsv_q20_peak_4950b,diff__wtInsv_q20__insvInsv_q20_peak_4950c			
Merged-chr2R-8149045-1	chr2R	8148786	8149304	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1350c			
Merged-chr2R-17580090-1	chr2R	17579796	17580384	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1801			
Merged-chr2R-18005706-1	chr2R	18005571	18005842	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1809			
Merged-chr2R-18031233-1	chr2R	18031129	18031337	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1810			
Merged-chr2R-18039204-1	chr2R	18038896	18039513	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1811			
Merged-chr2R-18180876-1	chr2R	18180643	18181110	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1813			
Merged-chr2R-18290148-1	chr2R	18290034	18290262	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1816			
Merged-chr2R-18291757-1	chr2R	18291591	18291923	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1818			
Merged-chr2R-18293628-1	chr2R	18293511	18293745	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1819			
Merged-chr2L-5270276-2	chr2L	5269768	5270785	+	0	wtInsv__insvInsv	2	diff__wtInsv_q20__insvInsv_q20_peak_181b,diff__wtInsv_q20__insvInsv_q20_peak_181c			
Merged-chr2R-18383379-1	chr2R	18383101	18383658	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1822			
Merged-chr2R-18395396-1	chr2R	18395267	18395525	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1823			
Merged-chr2R-18457450-1	chr2R	18457305	18457596	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1824			
Merged-chr2R-18459352-1	chr2R	18459177	18459528	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1825			
Merged-chr2R-18684418-1	chr2R	18684299	18684538	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1829			
Merged-chr2R-18690145-1	chr2R	18690038	18690253	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1831			
Merged-chr2R-18724514-1	chr2R	18724354	18724675	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1832			
Merged-chr2R-18880805-1	chr2R	18880642	18880968	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1837			
Merged-chr2R-18882081-1	chr2R	18881937	18882225	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1838			
Merged-chr2R-19002173-1	chr2R	19002053	19002293	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1840			
Merged-chr2R-19059694-1	chr2R	19059578	19059811	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1841			
Merged-chr2R-19075313-1	chr2R	19075192	19075435	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1842			
Merged-chr2R-19094547-1	chr2R	19094256	19094838	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1845			
Merged-chr2R-19114370-1	chr2R	19114209	19114531	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1847			
Merged-chr2R-19118170-1	chr2R	19118048	19118292	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1848			
Merged-chr2R-19284231-1	chr2R	19284109	19284353	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1856			
Merged-chr2R-19539945-1	chr2R	19539750	19540141	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1867			
Merged-chr2R-19631418-1	chr2R	19631247	19631590	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1873			
Merged-chr2R-19635256-1	chr2R	19634983	19635530	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1875			
Merged-chr2R-19642488-1	chr2R	19642385	19642591	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1878			
Merged-chr2R-19648080-1	chr2R	19647918	19648242	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1879			
Merged-chr2R-19759759-1	chr2R	19759609	19759909	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1883			
Merged-chr2R-19766767-1	chr2R	19766631	19766904	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1884			
Merged-chr2R-19850831-1	chr2R	19850729	19850933	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1892			
Merged-chr3R-3970436-2	chr3R	3970260	3970613	+	0	wtInsv__insvInsv	2	diff__wtInsv_q20__insvInsv_q20_peak_3352a,diff__wtInsv_q20__insvInsv_q20_peak_3352b			
Merged-chrX-15389695-2	chrX	15389509	15389882	+	0	wtInsv__insvInsv	2	diff__wtInsv_q20__insvInsv_q20_peak_5352a,diff__wtInsv_q20__insvInsv_q20_peak_5352b			
Merged-chr3L-19647613-1	chr3L	19647320	19647907	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_2962a			
Merged-chrX-15460129-3	chrX	15458996	15461262	+	0	wtInsv__insvInsv	3	diff__wtInsv_q20__insvInsv_q20_peak_5355a,diff__wtInsv_q20__insvInsv_q20_peak_5355b,diff__wtInsv_q20__insvInsv_q20_peak_5355c			
Merged-chr2R-16822541-2	chr2R	16821791	16823292	+	0	wtInsv__insvInsv	2	diff__wtInsv_q20__insvInsv_q20_peak_1763a,diff__wtInsv_q20__insvInsv_q20_peak_1763b			
Merged-chr3R-23373316-1	chr3R	23373196	23373436	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4300			
Merged-chr2R-16825908-2	chr2R	16825623	16826194	+	0	wtInsv__insvInsv	2	diff__wtInsv_q20__insvInsv_q20_peak_1765a,diff__wtInsv_q20__insvInsv_q20_peak_1765b			
Merged-chr3R-24169913-1	chr3R	24169612	24170215	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4322			
Merged-chr3R-24170442-1	chr3R	24170332	24170552	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4323			
Merged-chr3R-24171194-1	chr3R	24171061	24171328	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4324			
Merged-chr3R-24370944-1	chr3R	24370810	24371078	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4326			
Merged-chr3R-24381245-1	chr3R	24381142	24381349	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4327			
Merged-chr3R-24396646-1	chr3R	24396381	24396911	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4328			
Merged-chr3R-24401761-1	chr3R	24401653	24401869	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4329			
Merged-chr3L-19654534-2	chr3L	19654264	19654805	+	0	wtInsv__insvInsv	2	diff__wtInsv_q20__insvInsv_q20_peak_2968a,diff__wtInsv_q20__insvInsv_q20_peak_2968b			
Merged-chr3R-24461478-1	chr3R	24461324	24461633	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4333			
Merged-chr3R-24498104-1	chr3R	24497982	24498226	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4334			
Merged-chr3R-24627701-1	chr3R	24627586	24627816	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4335			
Merged-chr3R-24843192-1	chr3R	24843047	24843338	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4348			
Merged-chr3R-24870490-1	chr3R	24870328	24870652	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4354			
Merged-chr3R-24895016-1	chr3R	24894869	24895163	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4361			
Merged-chr3R-24966502-1	chr3R	24966388	24966617	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4369			
Merged-chr3R-24971089-1	chr3R	24970988	24971191	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4371			
Merged-chr3R-24977877-1	chr3R	24977768	24977986	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4375			
Merged-chr3R-25039582-1	chr3R	25039480	25039685	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4377			
Merged-chr3R-25082311-1	chr3R	25082132	25082491	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4385			
Merged-chr3R-25083213-1	chr3R	25083086	25083341	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4386			
Merged-chr3R-25089432-1	chr3R	25089328	25089536	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4388			
Merged-chr3R-25109845-1	chr3R	25109641	25110050	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4389			
Merged-chr3R-25111932-1	chr3R	25111746	25112119	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4390			
Merged-chr3R-25123534-1	chr3R	25123398	25123670	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4391			
Merged-chr3R-25131398-1	chr3R	25131126	25131670	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4395			
Merged-chr3R-25132763-1	chr3R	25132516	25133011	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4396			
Merged-chr3R-25133507-1	chr3R	25133340	25133675	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4397			
Merged-chr3R-25146012-1	chr3R	25145859	25146166	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4398			
Merged-chr2L-10215285-1	chr2L	10215014	10215556	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_439a			
Merged-chr3L-12394525-1	chr3L	12394275	12394775	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_2561a			
Merged-chrX-7998160-2	chrX	7997897	7998424	+	0	wtInsv__insvInsv	2	diff__wtInsv_q20__insvInsv_q20_peak_4967a,diff__wtInsv_q20__insvInsv_q20_peak_4967b			
Merged-chrX-5711118-2	chrX	5710634	5711603	+	0	wtInsv__insvInsv	2	diff__wtInsv_q20__insvInsv_q20_peak_4808a,diff__wtInsv_q20__insvInsv_q20_peak_4808b			
Merged-chr3L-12411379-1	chr3L	12411173	12411585	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_2565a			
Merged-chr2R-20152844-1	chr2R	20152718	20152970	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1913			
Merged-chr2R-20161733-1	chr2R	20161553	20161913	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1915			
Merged-chr3L-12411773-1	chr3L	12411641	12411905	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_2566a			
Merged-chr2R-20178763-1	chr2R	20178414	20179113	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1920			
Merged-chr2R-20180949-1	chr2R	20180743	20181156	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1921			
Merged-chr2R-20187217-1	chr2R	20187041	20187394	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1922			
Merged-chr2R-20188270-1	chr2R	20188135	20188405	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1923			
Merged-chr2R-20235741-1	chr2R	20235567	20235915	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1927			
Merged-chr2R-20236831-1	chr2R	20236588	20237075	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1928			
Merged-chr2R-20432958-1	chr2R	20432762	20433154	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1936			
Merged-chr2R-20462016-1	chr2R	20461862	20462170	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1940			
Merged-chr2R-20467977-1	chr2R	20467761	20468193	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1941			
Merged-chr2R-20485634-1	chr2R	20485509	20485760	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1946			
Merged-chr2R-20486582-1	chr2R	20486363	20486802	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1947			
Merged-chr2R-20491101-1	chr2R	20490863	20491339	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1949			
Merged-chr2R-20958826-1	chr2R	20958622	20959031	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1955			
Merged-chr2R-20962398-1	chr2R	20962175	20962621	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1956			
Merged-chr2R-20973074-1	chr2R	20972883	20973265	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1962			
Merged-chr2R-21063273-1	chr2R	21062829	21063718	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1963			
Merged-chr2R-21064063-1	chr2R	21063867	21064259	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1964			
Merged-chr2R-21070646-1	chr2R	21070395	21070897	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1965			
Merged-chr2R-21075549-1	chr2R	21075407	21075691	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1966			
Merged-chr2R-21077197-1	chr2R	21077082	21077313	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1967			
Merged-chr2R-21087680-1	chr2R	21087491	21087869	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1969			
Merged-chr2RHet-388141-1	chr2RHet	387830	388453	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1972			
Merged-chr2RHet-499712-1	chr2RHet	499523	499902	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1976			
Merged-chr2RHet-673415-1	chr2RHet	672974	673857	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1978			
Merged-chr2RHet-799225-1	chr2RHet	799053	799397	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1979			
Merged-chr2RHet-864660-1	chr2RHet	864501	864820	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1980			
Merged-chr2RHet-986975-1	chr2RHet	986865	987086	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1981			
Merged-chr2RHet-1005466-1	chr2RHet	1005313	1005619	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1982			
Merged-chr2RHet-2629775-1	chr2RHet	2629585	2629965	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1984			
Merged-chr2RHet-2800521-1	chr2RHet	2800393	2800649	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1985			
Merged-chr2RHet-2809055-1	chr2RHet	2808823	2809288	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1986			
Merged-chr2RHet-3164184-1	chr2RHet	3164084	3164284	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1987			
Merged-chr2RHet-3165106-1	chr2RHet	3164673	3165540	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1988			
Merged-chr3L-124222-1	chr3L	124112	124333	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1990			
Merged-chr3L-137991-1	chr3L	137886	138096	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1994			
Merged-chr3L-141193-1	chr3L	140789	141598	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1995			
Merged-chr3L-166468-1	chr3L	166216	166721	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1999			
Merged-chrX-66786-3	chrX	65900	67672	+	0	wtInsv__insvInsv	3	diff__wtInsv_q20__insvInsv_q20_peak_4565a,diff__wtInsv_q20__insvInsv_q20_peak_4565b,diff__wtInsv_q20__insvInsv_q20_peak_4565c			
Merged-chr3R-25442627-1	chr3R	25442301	25442954	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4407a			
Merged-chr3L-16479136-1	chr3L	16479035	16479238	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_2811b			
Merged-chr3L-19676041-2	chr3L	19675710	19676372	+	0	wtInsv__insvInsv	2	diff__wtInsv_q20__insvInsv_q20_peak_2972a,diff__wtInsv_q20__insvInsv_q20_peak_2972b			
Merged-chr2R-13366912-2	chr2R	13366320	13367504	+	0	wtInsv__insvInsv	2	diff__wtInsv_q20__insvInsv_q20_peak_1611a,diff__wtInsv_q20__insvInsv_q20_peak_1611b			
Merged-chr3R-25321365-1	chr3R	25321231	25321499	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4403			
Merged-chr3R-25446135-1	chr3R	25445944	25446327	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4409			
Merged-chr3R-25497465-1	chr3R	25497245	25497686	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4411			
Merged-chr3R-25541907-1	chr3R	25541733	25542082	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4414			
Merged-chr2R-13382987-1	chr2R	13382598	13383377	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_1614b			
Merged-chr3R-25550542-1	chr3R	25550440	25550645	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4418			
Merged-chr3R-25551520-1	chr3R	25551407	25551633	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4419			
Merged-chr3R-25620038-1	chr3R	25619926	25620151	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4427			
Merged-chr3L-16489966-2	chr3L	16489682	16490251	+	0	wtInsv__insvInsv	2	diff__wtInsv_q20__insvInsv_q20_peak_2817a,diff__wtInsv_q20__insvInsv_q20_peak_2817b			
Merged-chrX-12497502-3	chrX	12496853	12498151	+	0	wtInsv__insvInsv	3	diff__wtInsv_q20__insvInsv_q20_peak_5209a,diff__wtInsv_q20__insvInsv_q20_peak_5209b,diff__wtInsv_q20__insvInsv_q20_peak_5209c			
Merged-chr2R-13389487-6	chr2R	13388411	13390563	+	0	wtInsv__insvInsv	6	diff__wtInsv_q20__insvInsv_q20_peak_1616a,diff__wtInsv_q20__insvInsv_q20_peak_1616b,diff__wtInsv_q20__insvInsv_q20_peak_1616c,diff__wtInsv_q20__insvInsv_q20_peak_1616d,diff__wtInsv_q20__insvInsv_q20_peak_1616e,diff__wtInsv_q20__insvInsv_q20_peak_1616f			
Merged-chr3R-25947656-1	chr3R	25947555	25947757	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4436			
Merged-chr2R-13391375-2	chr2R	13391092	13391659	+	0	wtInsv__insvInsv	2	diff__wtInsv_q20__insvInsv_q20_peak_1617a,diff__wtInsv_q20__insvInsv_q20_peak_1617b			
Merged-chr3R-26109558-1	chr3R	26109449	26109668	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4444			
Merged-chr3R-26112155-1	chr3R	26111935	26112376	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4446			
Merged-chr3R-26134722-1	chr3R	26134487	26134957	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4447			
Merged-chr3R-26135218-1	chr3R	26135021	26135415	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4448			
Merged-chr3R-26210403-1	chr3R	26210232	26210575	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4449			
Merged-chr3R-26280206-1	chr3R	26280096	26280317	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4451			
Merged-chr3R-26298245-1	chr3R	26298036	26298454	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4453			
Merged-chr3R-26300658-1	chr3R	26300413	26300903	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4454			
Merged-chr3R-26302182-1	chr3R	26302041	26302324	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4455			
Merged-chr3R-26676439-1	chr3R	26676245	26676634	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4462			
Merged-chr3R-26677695-1	chr3R	26677471	26677919	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4463			
Merged-chr3R-26696421-1	chr3R	26696269	26696573	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4464			
Merged-chr3R-26729106-1	chr3R	26728931	26729281	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4466			
Merged-chr3R-26734915-1	chr3R	26734786	26735044	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4467			
Merged-chr3R-26815907-1	chr3R	26815806	26816008	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4470			
Merged-chr3R-26912306-1	chr3R	26912199	26912414	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4474			
Merged-chr3R-27020698-1	chr3R	27020510	27020886	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4475			
Merged-chr3R-27022520-1	chr3R	27022404	27022637	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4476			
Merged-chr3R-27088303-1	chr3R	27088119	27088488	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4478			
Merged-chr3R-27249030-1	chr3R	27248898	27249163	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4480			
Merged-chr3R-27284053-1	chr3R	27283811	27284295	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4481			
Merged-chr3R-27577688-1	chr3R	27577371	27578006	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4491			
Merged-chr3R-27590475-1	chr3R	27590084	27590867	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4492			
Merged-chr3R-27678143-1	chr3R	27677880	27678406	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4496			
Merged-chr3R-27754274-1	chr3R	27754160	27754389	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_4497			
Merged-chr3L-12573481-1	chr3L	12572997	12573966	+	0	wtInsv__insvInsv	1	diff__wtInsv_q20__insvInsv_q20_peak_2571a			
Merged-chr3L-12601381-2	chr3L	12601000	12601763	+	0	wtInsv__insvInsv	2	diff__wtInsv_q20__insvInsv_q20_peak_2575a,diff__wtInsv_q20__insvInsv_q20_peak_2575b			
Merged-chr3R-11978169-3	chr3R	11977646	11978692	+	0	wtInsv__insvInsv	3	diff__wtInsv_q20__insvInsv_q20_peak_3777a,diff__wtInsv_q20__insvInsv_q20_peak_3777b,diff__wtInsv_q20__insvInsv_q20_peak_3777c			
Merged-chr3L-12603572-2	chr3L	12603258	12603886	+	0	wtInsv__insvInsv	2	diff__wtInsv_q20__insvInsv_q20_peak_2577a,diff__wtInsv_q20__insvInsv_q20_peak_2577b			
Merged-chr3L-12617390-3	chr3L	12616994	12617787	+	0	wtInsv__insvInsv	3	diff__wtInsv_q20__insvInsv_q20_peak_2579a,diff__wtInsv_q20__insvInsv_q20_peak_2579b,diff__wtInsv_q20__insvInsv_q20_peak_2579c			
Merged-chr3R-25496807-2	chr3R	25496449	25497165	+	0	wtInsv__insvInsv	2	diff__wtInsv_q20__insvInsv_q20_peak_4410a,diff__wtInsv_q20__insvInsv_q20_peak_4410b			
